profile,scenario_id,metric,item_id,gold,predicted,verdict,coverage_status,log_path,review_note
full,M4_16,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_16/run_M4_16.md,Selected the recently used waterglass.
full,M4_17,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_17/run_M4_17.md,Selected the recently washed waterglass.
full,M4_18,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,plate(67),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_18/run_M4_18.md,Selected the recently used red plate.
full,M4_19,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,tv(426),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_19/run_M4_19.md,Selected the TV referenced by current/history state.
full,M4_20,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,apple(113),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_20/run_M4_20.md,Selected the washed red apple.
without_memory,M1_01,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no post-hide rebind,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M1_01/run_T3_without_memory_M1_01.md,No hide/reappearance binding was observable.
without_memory,M1_02,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no post-hide rebind,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M1_02/run_T3_without_memory_M1_02.md,The waterglass hide trigger never fired.
without_memory,M1_03,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(79),incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M1_03/run_T3_without_memory_M1_03.md,Post-hide retry switched from instance 64 to 79.
without_memory,M1_04,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,pillow(122),incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M1_04/run_T3_without_memory_M1_04.md,Post-hide retry switched from instance 303 to 122.
without_memory,M1_05,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no post-hide rebind,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M1_05/run_T3_without_memory_M1_05.md,The hide occurred at the final target action.
without_memory,M2_06,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no waterglass binding,incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M2_06/run_T3_without_memory_M2_06.md,Never bound the dirty waterglass.
without_memory,M2_07,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,unreviewable,excluded,missing,,No Markdown execution log is available; episode failure was not used as a proxy.
without_memory,M2_08,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no apple binding,incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M2_08/run_T3_without_memory_M2_08.md,Never bound the ripe/red apple.
without_memory,M2_09,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,evaluation/results/table3/robostate/runs/without_memory/M2_09/run_T3_without_memory_M2_09.md,First clean-waterglass binding retained instance 64.
without_memory,M2_10,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,unreviewable,excluded,missing,,No Markdown execution log is available; episode failure was not used as a proxy.
without_memory,M3_11,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M3_11/run_T3_without_memory_M3_11.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory,M3_12,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M3_12/run_T3_without_memory_M3_12.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory,M3_13,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M3_13/run_T3_without_memory_M3_13.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory,M3_14,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M3_14/run_T3_without_memory_M3_14.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory,M3_15,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_memory/M3_15/run_T3_without_memory_M3_15.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory,M4_16,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no waterglass binding,incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M4_16/run_T3_without_memory_M4_16.md,Never bound the historical target instance.
without_memory,M4_17,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(87),incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M4_17/run_T3_without_memory_M4_17.md,Selected a dirty alternative instead of washed instance 64.
without_memory,M4_18,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,plate(103),incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M4_18/run_T3_without_memory_M4_18.md,Selected an alternative instead of historical instance 67.
without_memory,M4_19,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,tv(426),correct,covered,evaluation/results/table3/robostate/runs/without_memory/M4_19/run_T3_without_memory_M4_19.md,Selected the correct TV instance.
without_memory,M4_20,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no apple binding,incorrect,covered,evaluation/results/table3/robostate/runs/without_memory/M4_20/run_T3_without_memory_M4_20.md,Never bound the washed red apple.
without_memory_structure,M1_01,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,remotecontrol(321),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M1_01/run_M1_01.md,First post-hide retry retained instance 321.
without_memory_structure,M1_02,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no post-hide rebind,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_02.md,The waterglass hide trigger never fired.
without_memory_structure,M1_03,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M1_03/run_M1_03.md,First post-hide retry retained instance 64.
without_memory_structure,M1_04,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,pillow(122),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M1_04/run_M1_04.md,First post-hide retry retained instance 122.
without_memory_structure,M1_05,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,milk(176),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_05.md,The first post-reappearance target retained instance 176.
without_memory_structure,M2_06,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no waterglass binding,incorrect,covered,evaluation/results/table3/robostate/runs/without_memory_structure/M2_06/run_T3_without_memory_structure_M2_06.md,Never bound the dirty waterglass.
without_memory_structure,M2_07,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,unreviewable,excluded,missing,,No Markdown execution log is available; episode failure was not used as a proxy.
without_memory_structure,M2_08,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no apple binding,incorrect,covered,evaluation/results/table3/robostate/runs/without_memory_structure/M2_08/run_T3_without_memory_structure_M2_08.md,Never bound the ripe/red apple.
without_memory_structure,M2_09,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no waterglass binding,incorrect,covered,evaluation/results/table3/robostate/runs/without_memory_structure/M2_09/run_T3_without_memory_structure_M2_09.md,Never selected a waterglass instance.
without_memory_structure,M2_10,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,unreviewable,excluded,missing,,No Markdown execution log is available; episode failure was not used as a proxy.
without_memory_structure,M3_11,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M3_11/run_M3_11.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory_structure,M3_12,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_12.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory_structure,M3_13,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M3_13/run_M3_13.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory_structure,M3_14,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M3_14/run_M3_14.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory_structure,M3_15,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_15.md,M3 has no object-identity binding opportunity under the metric definition.
without_memory_structure,M4_16,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_16/run_M4_16.md,Selected the recently used waterglass.
without_memory_structure,M4_17,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_17/run_M4_17.md,Selected the recently washed waterglass.
without_memory_structure,M4_18,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,plate(67),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_18/run_M4_18.md,Selected the recently used red plate.
without_memory_structure,M4_19,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,tv(426),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_19/run_M4_19.md,Selected the TV referenced by current/history state.
without_memory_structure,M4_20,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,apple(113),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_20/run_M4_20.md,Selected the washed red apple.
without_state_alignment,M1_01,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,remotecontrol(321),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M1_01/run_M1_01.md,First post-hide retry retained instance 321.
without_state_alignment,M1_02,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,no post-hide rebind,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_02.md,The waterglass hide trigger never fired.
without_state_alignment,M1_03,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M1_03/run_M1_03.md,First post-hide retry retained instance 64.
without_state_alignment,M1_04,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,pillow(122),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M1_04/run_M1_04.md,First post-hide retry retained instance 122.
without_state_alignment,M1_05,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,milk(176),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_05.md,The first post-reappearance target retained instance 176.
without_state_alignment,M2_06,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_06/run_M2_06.md,Selected the dirty waterglass.
without_state_alignment,M2_07,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,apple(113),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_07/run_M2_07.md,Selected the red apple.
without_state_alignment,M2_08,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,apple(113),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_08/run_M2_08.md,Selected the ripe/red apple.
without_state_alignment,M2_09,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_09/run_M2_09.md,Selected the clean waterglass.
without_state_alignment,M2_10,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,pillow(253),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M2_10/run_M2_10.md,Selected the yellow pillow.
without_state_alignment,M3_11,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_state_alignment/M3_11/run_T3_without_state_alignment_M3_11.md,M3 has no object-identity binding opportunity under the metric definition.
without_state_alignment,M3_12,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_state_alignment/M3_12/run_T3_without_state_alignment_M3_12.md,M3 has no object-identity binding opportunity under the metric definition.
without_state_alignment,M3_13,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_state_alignment/M3_13/run_T3_without_state_alignment_M3_13.md,M3 has no object-identity binding opportunity under the metric definition.
without_state_alignment,M3_14,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_state_alignment/M3_14/run_T3_without_state_alignment_M3_14.md,M3 has no object-identity binding opportunity under the metric definition.
without_state_alignment,M3_15,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,not applicable,excluded,covered,evaluation/results/table3/robostate/runs/without_state_alignment/M3_15/run_T3_without_state_alignment_M3_15.md,M3 has no object-identity binding opportunity under the metric definition.
without_state_alignment,M4_16,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_16/run_M4_16.md,Selected the recently used waterglass.
without_state_alignment,M4_17,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,waterglass(64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_17/run_M4_17.md,Selected the recently washed waterglass.
without_state_alignment,M4_18,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,plate(67),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_18/run_M4_18.md,Selected the recently used red plate.
without_state_alignment,M4_19,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,tv(426),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_19/run_M4_19.md,Selected the TV referenced by current/history state.
without_state_alignment,M4_20,SlotID,first_binding_opportunity,retain/select the state-qualified target instance,apple(113),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/m_class/M4_20/run_M4_20.md,Selected the washed red apple.
full,P1_01,Halluc,no_counted_skill,ActionValidator.ARITY physical skill,no physical skill proposed,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P1_01/run_P1_01.md,Only excluded control actions were proposed.
full,P1_02,Halluc,no_counted_skill,ActionValidator.ARITY physical skill,no physical skill proposed,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P1_02/run_P1_02.md,Only excluded control actions were proposed.
full,P1_03,Halluc,no_counted_skill,ActionValidator.ARITY physical skill,unreviewable,excluded,missing,,No Markdown execution log is available.
full,P1_04,Halluc,no_counted_skill,ActionValidator.ARITY physical skill,unreviewable,excluded,missing,,No Markdown execution log is available.
full,P1_05,Halluc,no_counted_skill,ActionValidator.ARITY physical skill,no physical skill proposed,excluded,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P1_05/run_P1_05.md,Only excluded control actions were proposed.
full,P2_06,Halluc,no_counted_skill,ActionValidator.ARITY physical skill,unreviewable,excluded,missing,,No Markdown execution log is available.
full,P2_07,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <fridge> (305),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_07,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[open] <fridge> (305),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_07,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[grab] <apple> (437),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_07,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[walk] <kitchentable> (231),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_07,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[putback] <apple> (437) <kitchentable> (231),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_07,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[walk] <apple> (438),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_07,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[grab] <apple> (438),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_07,Halluc,physical_skill_8,skill name present in ActionValidator.ARITY,[putback] <apple> (438) <kitchentable> (231),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_07/run_P2_07.md,Supported skill name.
full,P2_08,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <kitchentable> (231),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_08/run_P2_08.md,Supported skill name.
full,P2_08,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[putback] <apple> (437) <kitchentable> (231),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_08/run_P2_08.md,Supported skill name.
full,P2_08,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[putback] <apple> (438) <kitchentable> (231),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_08/run_P2_08.md,Supported skill name.
full,P2_09,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <milk> (176),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[open] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[switchon] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[walk] <milk> (176),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[grab] <milk> (176),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[walk] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[putin] <milk> (176) <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_8,skill name present in ActionValidator.ARITY,[walk] <milk> (177),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_9,skill name present in ActionValidator.ARITY,[grab] <milk> (177),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_10,skill name present in ActionValidator.ARITY,[walk] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_09,Halluc,physical_skill_11,skill name present in ActionValidator.ARITY,[putin] <milk> (177) <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_09/run_P2_09.md,Supported skill name.
full,P2_10,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[grab] <book> (190),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_10/run_P2_10.md,Supported skill name.
full,P2_10,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[grab] <book> (191),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_10/run_P2_10.md,Supported skill name.
full,P2_10,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <sofa> (368),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_10/run_P2_10.md,Supported skill name.
full,P2_10,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[putback] <book> (190) <sofa> (368),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_10/run_P2_10.md,Supported skill name.
full,P2_10,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[putback] <book> (191) <sofa> (368),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P2_10/run_P2_10.md,Supported skill name.
full,P3_11,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[walk] <milk> (176),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,Supported skill name.
full,P3_11,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[grab] <milk> (176),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,Supported skill name.
full,P3_11,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,Supported skill name.
full,P3_11,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[open] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,Supported skill name.
full,P3_11,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[putin] <milk> (176) <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,Supported skill name.
full,P3_11,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[plugin] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,Supported skill name.
full,P3_11,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[switchon] <microwave> (171),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_11/run_P3_11.md,Supported skill name.
full,P3_12,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[grab] <salmon> (181),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[open] <cookingpot> (63),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <stove> (163),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[open] <stove> (163),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[open] <cookingpot> (63),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_6,skill name present in ActionValidator.ARITY,[walk] <fryingpan> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_7,skill name present in ActionValidator.ARITY,[putin] <salmon> (181) <fryingpan> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_8,skill name present in ActionValidator.ARITY,[open] <cookingpot> (63),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_12,Halluc,physical_skill_9,skill name present in ActionValidator.ARITY,[putin] <salmon> (181) <fryingpan> (62),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,Supported skill name.
full,P3_13,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[grab] waterglass (64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
full,P3_13,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[walk] <sink> (155),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
full,P3_13,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[wash] <waterglass> (64),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
full,P3_13,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[walk] <kitchentable> (131),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
full,P3_13,Halluc,physical_skill_5,skill name present in ActionValidator.ARITY,[putback] <waterglass> (64) <kitchentable> (131),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_13/run_P3_13.md,Supported skill name.
full,P3_14,Halluc,physical_skill_1,skill name present in ActionValidator.ARITY,[grab] <cutleryknife> (271),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
full,P3_14,Halluc,physical_skill_2,skill name present in ActionValidator.ARITY,[cut] <pie> (319),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
full,P3_14,Halluc,physical_skill_3,skill name present in ActionValidator.ARITY,[walk] <fridge> (305),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
full,P3_14,Halluc,physical_skill_4,skill name present in ActionValidator.ARITY,[open] <fridge> (305),correct,covered,/Users/rushy/program/virtualhome/evaluation/results/source_tasks/robostate/p_class/P3_14/run_P3_14.md,Supported skill name.
